,as_of_date,company_name,followers_count
1425882,2017-11-06,Sirius XM Radio Inc.,31266
1425888,2017-11-06,KLA-Tencor,69651
1425982,2017-11-06,eBay,291409
1425993,2017-11-06,Amazon,2786430
1426019,2017-11-06,NXP Semiconductors,124684
1426026,2017-11-06,Adobe,766595
1426046,2017-11-06,Microsoft,4205858
1426053,2017-11-06,ASML,87673
1426057,2017-11-06,Qualcomm,306460
1426141,2017-11-06,Xilinx,80111
1426165,2017-11-06,Apple,3799283
1426168,2017-11-06,PayPal,266287
1426186,2017-11-06,Vertex Pharmaceuticals,67081
1426340,2017-11-06,Verisk Analytics,32988
1426358,2017-11-06,PACCAR,37055
1426378,2017-11-06,Google,5414565
1426428,2017-11-06,ADP,434683
1426466,2017-11-06,TripAdvisor,166143
1426507,2017-11-06,Atlassian,94519
1426606,2017-11-06,Exelon,66959
1426719,2017-11-06,Workday,163811
1426729,2017-11-06,JD.COM,40139
1426772,2017-11-06,IDEXX,43993
1426779,2017-11-06,CSX,58191
1426793,2017-11-06,Autodesk Media & Entertainment,4842
1427046,2017-11-06,DocuSign,41237
1427475,2017-11-06,Gilead Sciences,164293
1427506,2017-11-06,Dollar Tree Stores,33469
1427532,2017-11-06,Splunk,90901
1427537,2017-11-06,Micron Technology,90147
1427600,2017-11-06,Lam Research,47246
1427619,2017-11-06,Marvell Semiconductor,93084
1427664,2017-11-06,Match.com,9919
1427677,2017-11-06,Applied Materials,118395
1427681,2017-11-06,Charter Communications,58815
1427689,2017-11-06,Mondelēz International,682240
1427692,2017-11-06,Netflix,505142
1427705,2017-11-06,Monster Energy,43806
1427731,2017-11-06,Costco Wholesale,182169
1427873,2017-11-06,Tesla,1183050
1427917,2017-11-06,Incyte,12096
1427994,2017-11-06,Electronic Arts (EA),307443
1428063,2017-11-06,Comcast,216144
1428081,2017-11-06,lululemon,172669
1428097,2017-11-06,Marriott International,603794
1428119,2017-11-06,Synopsys Inc,115145
1428148,2017-11-06,Texas Instruments,250586
1428265,2017-11-06,Mercadolibre.com,55843
1428277,2017-11-06,O'Reilly Auto Parts,27672
1428325,2017-11-06,VERISIGN,25020
1428524,2017-11-06,Activision,102177
1428579,2017-11-06,Paychex,53910
1428732,2017-11-06,The Kraft Heinz Company,378624
1428750,2017-11-06,Cerner Corporation,124200
1428865,2017-11-06,Walgreens,225111
1428882,2017-11-06,Intuitive Surgical,52778
1428926,2017-11-06,21st Century Fox,9786
1428930,2017-11-06,Cadence Design Systems,70276
1429062,2017-11-06,Amgen,299445
1429093,2017-11-06,Broadcom Limited,142627
1429195,2017-11-06,Xcel Energy,43470
1429280,2017-11-06,Maxim Integrated,47620
1429312,2017-11-06,Biogen,138378
1429328,2017-11-06,Illumina,102593
1429369,2017-11-06,PepsiCo,1609584
1429395,2017-11-06,NVIDIA,233310
1429456,2017-11-06,Intuit,147215
1429465,2017-11-06,Copart,21443
1429479,2017-11-06,Align Technology,26430
1429508,2017-11-06,Facebook,1811823
1429529,2017-11-06,Cintas,75400
1429631,2017-11-07,Starbucks,847847
1429720,2017-11-07,NetEase,37669
1429727,2017-11-07,Microchip Technology Inc.,57221
1429799,2017-11-07,AMD,176688
1429890,2017-11-07,Cognizant,1192775
1430017,2017-11-07,CDW,70870
1430019,2017-11-07,Intel Corporation,945630
1430053,2017-11-07,Cisco,1548313
1430110,2017-11-07,Fiserv,151759
1430201,2017-11-07,Sirius XM Radio Inc.,31288
1430203,2017-11-07,KLA-Tencor,69704
1430229,2017-11-07,T-Mobile,235819
1430302,2017-11-07,eBay,291558
1430312,2017-11-07,Amazon,2795333
1430313,2017-11-07,Lam Research,47356
1430349,2017-11-07,NXP Semiconductors,124801
1430352,2017-11-07,Adobe,767206
1430367,2017-11-07,Microsoft,4214115
1430378,2017-11-07,ASML,87749
1430455,2017-11-07,Xilinx,80158
1430464,2017-11-07,Marriott International,604424
1430471,2017-11-07,Apple,3801157
1430473,2017-11-07,PayPal,266442
1430482,2017-11-07,Qualcomm,306681
1430501,2017-11-07,JD.COM,40163
1430529,2017-11-07,Vertex Pharmaceuticals,67098
1430648,2017-11-07,Verisk Analytics,33085
1430678,2017-11-07,PACCAR,37065
1430686,2017-11-07,Google,5424221
1430695,2017-11-07,ADP,434890
1430754,2017-11-07,TripAdvisor,166237
1430793,2017-11-07,Atlassian,94578
1430904,2017-11-07,Exelon,67003
1430943,2017-11-07,Biogen,138464
1431004,2017-11-07,Workday,164004
1431056,2017-11-07,IDEXX,44029
1431062,2017-11-07,Synopsys Inc,115288
1431063,2017-11-07,CSX,58219
1431134,2017-11-07,DocuSign,41263
1431303,2017-11-07,Gilead Sciences,164415
1431352,2017-11-07,Netflix,505812
1431385,2017-11-07,Micron Technology,90214
1431413,2017-11-07,Cerner Corporation,124303
1431456,2017-11-07,Analog Devices,67912
1431479,2017-11-07,Marvell Semiconductor,93136
1431528,2017-11-07,Applied Materials,118447
1431530,2017-11-07,Charter Communications,58850
1431543,2017-11-07,Mondelēz International,682565
1431569,2017-11-07,Costco Wholesale,182269
1431575,2017-11-07,American Electric Power,38960
1431677,2017-11-07,Monster Energy,43863
1431678,2017-11-07,Tesla,1184167
1431736,2017-11-07,Incyte,12116
1431807,2017-11-07,Electronic Arts (EA),307655
1431812,2017-11-07,Cadence Design Systems,70303
1431823,2017-11-07,Splunk,91008
1431869,2017-11-07,Comcast,216256
1431886,2017-11-07,Texas Instruments,250751
1431896,2017-11-07,lululemon,172816
1432084,2017-11-07,Mercadolibre.com,55998
1432094,2017-11-07,O'Reilly Auto Parts,27696
1432141,2017-11-07,VERISIGN,25023
1432148,2017-11-07,Dexcom,17686
1432262,2017-11-07,Match.com,9931
1432334,2017-11-07,Activision,102221
1432380,2017-11-07,Paychex,53931
1432525,2017-11-07,The Kraft Heinz Company,379282
1432545,2017-11-07,Broadcom Limited,142782
1432639,2017-11-07,Walgreens,225242
1432650,2017-11-07,Intuitive Surgical,52806
1432742,2017-11-07,Align Technology,26542
1432805,2017-11-07,Dollar Tree Stores,33497
1432928,2017-11-07,Xcel Energy,43482
1432992,2017-11-07,Amgen,299644
1433011,2017-11-07,Maxim Integrated,47646
1433077,2017-11-07,PepsiCo,1610609
1433081,2017-11-07,21st Century Fox,9801
1433097,2017-11-07,NVIDIA,233524
1433152,2017-11-07,Intuit,147291
1433159,2017-11-07,Copart,21469
1433171,2017-11-07,Illumina,102652
1433197,2017-11-07,Facebook,1816834
1433229,2017-11-07,Cintas,75466
1433313,2017-11-08,Illumina,102719
1433444,2017-11-08,Microchip Technology Inc.,57301
1433470,2017-11-08,NetEase,37728
1433519,2017-11-08,AMD,176803
1433540,2017-11-08,American Electric Power,38984
1433620,2017-11-08,Cognizant,1193687
1433761,2017-11-08,Intel Corporation,946189
1433789,2017-11-08,Qualcomm,306872
1433796,2017-11-08,Cisco,1549467
1433867,2017-11-08,Fiserv,151829
1433964,2017-11-08,Gilead Sciences,164532
1433967,2017-11-08,Sirius XM Radio Inc.,31304
1433993,2017-11-08,T-Mobile,235947
1434073,2017-11-08,eBay,291711
1434086,2017-11-08,Amazon,2807221
1434121,2017-11-08,NXP Semiconductors,124933
1434129,2017-11-08,Adobe,767892
1434154,2017-11-08,Microsoft,4224031
1434244,2017-11-08,Xilinx,80234
1434256,2017-11-08,Marriott International,605173
1434261,2017-11-08,Marvell Semiconductor,93180
1434267,2017-11-08,Apple,3803198
1434270,2017-11-08,PayPal,266671
1434297,2017-11-08,JD.COM,40179
1434440,2017-11-08,Verisk Analytics,33167
1434477,2017-11-08,PACCAR,37074
1434483,2017-11-08,Google,5434969
1434539,2017-11-08,Autodesk Media & Entertainment,4845
1434609,2017-11-08,ADP,435106
1434613,2017-11-08,Atlassian,94630
1434735,2017-11-08,Exelon,67035
1434781,2017-11-08,Biogen,138564
1434869,2017-11-08,Workday,164204
1434930,2017-11-08,IDEXX,44062
1435131,2017-11-08,DocuSign,41283
1435441,2017-11-08,Starbucks,848328
1435523,2017-11-08,Broadcom Limited,142906
1435529,2017-11-08,Dexcom,17698
1435537,2017-11-08,Dollar Tree Stores,33520
1435569,2017-11-08,Micron Technology,90286
1435572,2017-11-08,Cerner Corporation,124373
1435576,2017-11-08,ASML,87833
1435585,2017-11-08,Align Technology,26610
1435626,2017-11-08,Analog Devices,68013
1435639,2017-11-08,Lam Research,47476
1435707,2017-11-08,Applied Materials,118512
1435712,2017-11-08,Charter Communications,58886
1435723,2017-11-08,Netflix,506497
1435734,2017-11-08,Mondelēz International,682978
1435740,2017-11-08,Monster Energy,43930
1435752,2017-11-08,CSX,58251
1435765,2017-11-08,Costco Wholesale,182407
1435912,2017-11-08,Tesla,1185321
1435927,2017-11-08,Vertex Pharmaceuticals,67121
1436026,2017-11-08,TripAdvisor,166325
1436044,2017-11-08,Cadence Design Systems,70345
1436047,2017-11-08,Electronic Arts (EA),307890
1436110,2017-11-08,Comcast,216408
1436121,2017-11-08,Texas Instruments,250881
1436124,2017-11-08,lululemon,172971
1436181,2017-11-08,Synopsys Inc,115457
1436303,2017-11-08,KLA-Tencor,69757
1436329,2017-11-08,Mercadolibre.com,56121
1436362,2017-11-08,O'Reilly Auto Parts,27717
1436389,2017-11-08,VERISIGN,25019
1436423,2017-11-08,CDW,70894
1436536,2017-11-08,Match.com,9933
1436613,2017-11-08,Activision,102283
1436671,2017-11-08,Paychex,53953
1436829,2017-11-08,Splunk,91097
1436835,2017-11-08,The Kraft Heinz Company,379876
1436888,2017-11-08,Incyte,12147
1436994,2017-11-08,Walgreens,225395
1437009,2017-11-08,Intuitive Surgical,52840
1437312,2017-11-08,Xcel Energy,43508
1437394,2017-11-08,Amgen,299882
1437425,2017-11-08,Maxim Integrated,47674
1437461,2017-11-08,21st Century Fox,9818
1437512,2017-11-08,NVIDIA,233726
1437564,2017-11-08,Intuit,147387
1437571,2017-11-08,Copart,21495
1437622,2017-11-08,Facebook,1822400
1437642,2017-11-08,PepsiCo,1611686
1437659,2017-11-08,Cintas,75546
1437681,2017-11-09,Dexcom,17716
1437904,2017-11-09,NetEase,37779
1437910,2017-11-09,AMD,176930
1437919,2017-11-09,American Electric Power,39014
1438000,2017-11-09,Cognizant,1194708
1438120,2017-11-09,CDW,70940
1438121,2017-11-09,Intel Corporation,946733
1438151,2017-11-09,Cisco,1550846
1438216,2017-11-09,Fiserv,151921
1438313,2017-11-09,Sirius XM Radio Inc.,31324
1438333,2017-11-09,KLA-Tencor,69825
1438346,2017-11-09,T-Mobile,236085
1438415,2017-11-09,eBay,291858
1438426,2017-11-09,Amazon,2823506
1438427,2017-11-09,Lam Research,47597
1438463,2017-11-09,Adobe,768632
1438470,2017-11-09,Microsoft,4238289
1438474,2017-11-09,NXP Semiconductors,125083
1438489,2017-11-09,ASML,87919
1438572,2017-11-09,Xilinx,80313
1438589,2017-11-09,Marriott International,606090
1438595,2017-11-09,Apple,3805245
1438598,2017-11-09,PayPal,266933
1438623,2017-11-09,JD.COM,40202
1438747,2017-11-09,Verisk Analytics,33250
1438788,2017-11-09,Google,5448226
1438892,2017-11-09,Atlassian,94705
1438993,2017-11-09,Exelon,67069
1439036,2017-11-09,Biogen,138662
1439074,2017-11-09,Qualcomm,307092
1439098,2017-11-09,Workday,164380
1439145,2017-11-09,IDEXX,44108
1439153,2017-11-09,Synopsys Inc,115678
1439156,2017-11-09,CSX,58291
1439203,2017-11-09,DocuSign,41308
1439348,2017-11-09,Starbucks,848763
1439378,2017-11-09,Gilead Sciences,164660
1439421,2017-11-09,Broadcom Limited,143017
1439455,2017-11-09,Cerner Corporation,124479
1439462,2017-11-09,Splunk,91164
1439501,2017-11-09,Analog Devices,68113
1439526,2017-11-09,Marvell Semiconductor,93225
1439554,2017-11-09,ADP,435340
1439563,2017-11-09,Match.com,9939
1439573,2017-11-09,Applied Materials,118585
1439576,2017-11-09,Charter Communications,58914
1439586,2017-11-09,Netflix,507252
1439594,2017-11-09,Mondelēz International,683427
1439600,2017-11-09,Monster Energy,44002
1439620,2017-11-09,Costco Wholesale,182534
1439721,2017-11-09,Tesla,1186717
1439766,2017-11-09,Vertex Pharmaceuticals,67158
1439798,2017-11-09,Incyte,12183
1439826,2017-11-09,TripAdvisor,166429
1439870,2017-11-09,Cadence Design Systems,70387
1439881,2017-11-09,Electronic Arts (EA),308161
1439926,2017-11-09,Comcast,216544
1439954,2017-11-09,Xcel Energy,43531
1439957,2017-11-09,lululemon,173120
1440005,2017-11-09,Texas Instruments,251045
1440120,2017-11-09,Microchip Technology Inc.,57393
1440123,2017-11-09,Mercadolibre.com,56294
1440153,2017-11-09,O'Reilly Auto Parts,27745
1440177,2017-11-09,VERISIGN,25020
1440316,2017-11-09,Maxim Integrated,47704
1440360,2017-11-09,Activision,102338
1440417,2017-11-09,Paychex,53982
1440520,2017-11-09,The Kraft Heinz Company,380499
1440618,2017-11-09,Align Technology,26640
1440677,2017-11-09,Walgreens,225532
1440698,2017-11-09,Intuitive Surgical,52869
1440851,2017-11-09,Dollar Tree Stores,33551
1441004,2017-11-09,PACCAR,37098
1441032,2017-11-09,Amgen,300131
1441095,2017-11-09,21st Century Fox,9821
1441119,2017-11-09,PepsiCo,1612826
1441136,2017-11-09,NVIDIA,233968
1441184,2017-11-09,Intuit,147485
1441190,2017-11-09,Copart,21567
1441216,2017-11-09,Micron Technology,90405
1441232,2017-11-09,Facebook,1829890
1441292,2017-11-09,Illumina,102789
1441296,2017-11-09,Cintas,75638
1441483,2017-11-10,Microchip Technology Inc.,57548
1441484,2017-11-10,Starbucks,849396
1441538,2017-11-10,NetEase,37878
1441552,2017-11-10,AMD,177154
1441571,2017-11-10,American Electric Power,39049
1441642,2017-11-10,Cognizant,1196279
1441750,2017-11-10,CDW,70983
1441751,2017-11-10,Intel Corporation,947692
1441788,2017-11-10,Cisco,1552875
1441834,2017-11-10,Dexcom,17735
1441857,2017-11-10,Fiserv,152054
1441932,2017-11-10,Analog Devices,68224
1441951,2017-11-10,Sirius XM Radio Inc.,31342
1441958,2017-11-10,KLA-Tencor,69911
1441979,2017-11-10,T-Mobile,236237
1442051,2017-11-10,eBay,292076
1442063,2017-11-10,Amazon,2845107
1442100,2017-11-10,Adobe,769680
1442101,2017-11-10,Microsoft,4254177
1442106,2017-11-10,NXP Semiconductors,125300
1442123,2017-11-10,ASML,88019
1442154,2017-11-10,PACCAR,37125
1442155,2017-11-10,Marriott International,607313
1442211,2017-11-10,Xilinx,80418
1442224,2017-11-10,Apple,3808157
1442226,2017-11-10,PayPal,267339
1442373,2017-11-10,Verisk Analytics,33360
1442415,2017-11-10,Google,5466059
1442450,2017-11-10,Splunk,91293
1442469,2017-11-10,Texas Instruments,251306
1442515,2017-11-10,Atlassian,94782
1442615,2017-11-10,Exelon,67132
1442656,2017-11-10,Biogen,138809
1442695,2017-11-10,TripAdvisor,166575
1442714,2017-11-10,Workday,164675
1442764,2017-11-10,IDEXX,44152
1442769,2017-11-10,Synopsys Inc,115907
1442772,2017-11-10,CSX,58345
1442815,2017-11-10,DocuSign,41343
1442935,2017-11-10,Qualcomm,307470
1443009,2017-11-10,Gilead Sciences,164836
1443092,2017-11-10,Align Technology,26693
1443119,2017-11-10,Broadcom Limited,143248
1443128,2017-11-10,Lam Research,47782
1443144,2017-11-10,Marvell Semiconductor,93280
1443173,2017-11-10,21st Century Fox,9832
1443192,2017-11-10,Applied Materials,118700
1443197,2017-11-10,Charter Communications,58967
1443210,2017-11-10,Netflix,508192
1443220,2017-11-10,Mondelēz International,684055
1443223,2017-11-10,Monster Energy,44081
1443243,2017-11-10,Costco Wholesale,182694
1443387,2017-11-10,Vertex Pharmaceuticals,67193
1443395,2017-11-10,Tesla,1188750
1443487,2017-11-10,Cadence Design Systems,70473
1443489,2017-11-10,Electronic Arts (EA),308581
1443532,2017-11-10,Comcast,216757
1443586,2017-11-10,lululemon,173289
1443623,2017-11-10,Micron Technology,90612
1443718,2017-11-10,Mercadolibre.com,56536
1443766,2017-11-10,O'Reilly Auto Parts,27775
1443778,2017-11-10,VERISIGN,25018
1443928,2017-11-10,Match.com,9948
1443978,2017-11-10,Activision,102402
1444034,2017-11-10,Paychex,54009
1444052,2017-11-10,Incyte,12226
1444057,2017-11-10,JD.COM,40236
1444115,2017-11-10,Illumina,102897
1444179,2017-11-10,The Kraft Heinz Company,381271
1444259,2017-11-10,Cerner Corporation,124612
1444295,2017-11-10,Walgreens,225736
1444301,2017-11-10,ADP,435669
1444324,2017-11-10,Intuitive Surgical,52919
1444514,2017-11-10,Dollar Tree Stores,33598
1444608,2017-11-10,Xcel Energy,43568
1444656,2017-11-10,Amgen,300533
1444699,2017-11-10,Maxim Integrated,47747
1444751,2017-11-10,PepsiCo,1614374
1444774,2017-11-10,NVIDIA,234367
1444815,2017-11-10,Intuit,147624
1444823,2017-11-10,Copart,21654
1444839,2017-11-10,Cintas,75757
1444862,2017-11-10,Facebook,1842468
1445073,2017-11-11,Starbucks,849529
1445156,2017-11-11,Illumina,102917
1445160,2017-11-11,AMD,177187
1445167,2017-11-11,NetEase,37897
1445258,2017-11-11,Cognizant,1196507
1445382,2017-11-11,Intel Corporation,947829
1445415,2017-11-11,Cisco,1553208
1445476,2017-11-11,Fiserv,152074
1445571,2017-11-11,Marriott International,607580
1445579,2017-11-11,Sirius XM Radio Inc.,31345
1445608,2017-11-11,T-Mobile,236294
1445610,2017-11-11,KLA-Tencor,69925
1445645,2017-11-11,Microchip Technology Inc.,57569
1445675,2017-11-11,eBay,292112
1445689,2017-11-11,Amazon,2848973
1445691,2017-11-11,Lam Research,47807
1445726,2017-11-11,Microsoft,4255573
1445731,2017-11-11,Adobe,769823
1445746,2017-11-11,NXP Semiconductors,125340
1445757,2017-11-11,ASML,88037
1445832,2017-11-11,Xilinx,80440
1445850,2017-11-11,Apple,3808627
1445854,2017-11-11,PayPal,267394
1445884,2017-11-11,JD.COM,40247
1446016,2017-11-11,Verisk Analytics,33387
1446054,2017-11-11,Google,5469053
1446114,2017-11-11,Texas Instruments,251350
1446161,2017-11-11,Atlassian,94795
1446264,2017-11-11,Exelon,67144
1446304,2017-11-11,Biogen,138840
1446341,2017-11-11,TripAdvisor,166591
1446365,2017-11-11,Workday,164755
1446411,2017-11-11,IDEXX,44160
1446417,2017-11-11,CSX,58358
1446465,2017-11-11,DocuSign,41344
1446660,2017-11-11,Gilead Sciences,164872
1446684,2017-11-11,Dexcom,17741
1446697,2017-11-11,Cerner Corporation,124640
1446712,2017-11-11,Align Technology,26707
1446737,2017-11-11,Analog Devices,68253
1446738,2017-11-11,Broadcom Limited,143295
1446764,2017-11-11,Marvell Semiconductor,93283
1446774,2017-11-11,Applied Materials,118723
1446802,2017-11-11,21st Century Fox,9836
1446817,2017-11-11,Charter Communications,58978
1446830,2017-11-11,Netflix,508394
1446840,2017-11-11,Mondelēz International,684149
1446855,2017-11-11,Costco Wholesale,182729
1446865,2017-11-11,American Electric Power,39054
1446968,2017-11-11,Monster Energy,44096
1446973,2017-11-11,Micron Technology,90653
1446990,2017-11-11,Vertex Pharmaceuticals,67206
1447006,2017-11-11,Tesla,1189128
1447029,2017-11-11,PACCAR,37131
1447091,2017-11-11,Cadence Design Systems,70487
1447094,2017-11-11,Incyte,12232
1447104,2017-11-11,Electronic Arts (EA),308644
1447140,2017-11-11,Comcast,216805
1447190,2017-11-11,lululemon,173319
1447192,2017-11-11,Splunk,91313
1447210,2017-11-11,Synopsys Inc,115963
1447340,2017-11-11,Mercadolibre.com,56594
1447392,2017-11-11,O'Reilly Auto Parts,27788
1447398,2017-11-11,VERISIGN,25017
1447431,2017-11-11,CDW,70995
1447461,2017-11-11,Qualcomm,307539
1447505,2017-11-11,Match.com,9948
1447590,2017-11-11,Activision,102413
1447652,2017-11-11,Paychex,54018
1447789,2017-11-11,The Kraft Heinz Company,381381
1447912,2017-11-11,ADP,435745
1447916,2017-11-11,Walgreens,225772
1447934,2017-11-11,Intuitive Surgical,52926
1448075,2017-11-11,Dollar Tree Stores,33603
1448241,2017-11-11,Xcel Energy,43568
1448275,2017-11-11,Amgen,300596
1448330,2017-11-11,Maxim Integrated,47750
1448370,2017-11-11,PepsiCo,1614628
1448389,2017-11-11,NVIDIA,234449
1448439,2017-11-11,Intuit,147638
1448448,2017-11-11,Copart,21671
1448484,2017-11-11,Facebook,1845352
1448525,2017-11-11,Cintas,75785
1448728,2017-11-12,Microchip Technology Inc.,57631
1448754,2017-11-12,Starbucks,849759
1448790,2017-11-12,AMD,177281
1448808,2017-11-12,American Electric Power,39070
1448816,2017-11-12,NetEase,37932
1448887,2017-11-12,Dexcom,17745
1448893,2017-11-12,Cognizant,1197195
1449004,2017-11-12,CDW,71006
1449007,2017-11-12,Intel Corporation,948215
1449034,2017-11-12,Cisco,1554070
1449082,2017-11-12,Charter Communications,58987
1449106,2017-11-12,Fiserv,152131
1449192,2017-11-12,Sirius XM Radio Inc.,31357
1449214,2017-11-12,T-Mobile,236365
1449291,2017-11-12,eBay,292171
1449301,2017-11-12,Amazon,2858796
1449302,2017-11-12,Lam Research,47895
1449338,2017-11-12,Microsoft,4258973
1449343,2017-11-12,Adobe,770183
1449353,2017-11-12,PepsiCo,1615225
1449363,2017-11-12,NXP Semiconductors,125431
1449369,2017-11-12,ASML,88081
1449445,2017-11-12,Xilinx,80486
1449466,2017-11-12,JD.COM,40271
1449468,2017-11-12,Apple,3809866
1449469,2017-11-12,Marriott International,608234
1449472,2017-11-12,PayPal,267525
1449620,2017-11-12,Align Technology,26728
1449627,2017-11-12,Cintas,75820
1449637,2017-11-12,Verisk Analytics,33417
1449676,2017-11-12,Google,5476697
1449726,2017-11-12,PACCAR,37142
1449736,2017-11-12,Texas Instruments,251469
1449781,2017-11-12,Atlassian,94821
1449869,2017-11-12,Exelon,67164
1449948,2017-11-12,ADP,435848
1449964,2017-11-12,TripAdvisor,166638
1449987,2017-11-12,Workday,164853
1450031,2017-11-12,IDEXX,44177
1450036,2017-11-12,Synopsys Inc,116046
1450037,2017-11-12,CSX,58381
1450073,2017-11-12,Electronic Arts (EA),308805
1450094,2017-11-12,DocuSign,41351
1450286,2017-11-12,Gilead Sciences,164932
1450329,2017-11-12,Micron Technology,90719
1450347,2017-11-12,Splunk,91362
1450369,2017-11-12,Analog Devices,68303
1450372,2017-11-12,Broadcom Limited,143420
1450394,2017-11-12,Marvell Semiconductor,93300
1450420,2017-11-12,21st Century Fox,9838
1450432,2017-11-12,Applied Materials,118754
1450441,2017-11-12,Netflix,508768
1450454,2017-11-12,Monster Energy,44109
1450458,2017-11-12,Mondelēz International,684338
1450476,2017-11-12,Costco Wholesale,182793
1450565,2017-11-12,Tesla,1189928
1450613,2017-11-12,Vertex Pharmaceuticals,67221
1450702,2017-11-12,Cadence Design Systems,70517
1450748,2017-11-12,Comcast,216866
1450793,2017-11-12,lululemon,173401
1450932,2017-11-12,KLA-Tencor,69964
1450945,2017-11-12,Mercadolibre.com,56666
1450993,2017-11-12,O'Reilly Auto Parts,27804
1450997,2017-11-12,VERISIGN,25019
1451058,2017-11-12,Incyte,12246
1451060,2017-11-12,Qualcomm,307717
1451150,2017-11-12,Match.com,9954
1451207,2017-11-12,Activision,102450
1451267,2017-11-12,Paychex,54038
1451408,2017-11-12,The Kraft Heinz Company,381613
1451488,2017-11-12,Cerner Corporation,124688
1451541,2017-11-12,Intuitive Surgical,52942
1451545,2017-11-12,Walgreens,225849
1451762,2017-11-12,Dollar Tree Stores,33615
1451846,2017-11-12,Xcel Energy,43576
1451849,2017-11-12,Illumina,102955
1451855,2017-11-12,Biogen,138895
1451896,2017-11-12,Amgen,300740
1451956,2017-11-12,Maxim Integrated,47761
1452012,2017-11-12,NVIDIA,234615
1452065,2017-11-12,Intuit,147686
1452072,2017-11-12,Copart,21688
1452105,2017-11-12,Facebook,1852278
1452173,2017-11-13,Cintas,75877
1452379,2017-11-13,Starbucks,850048
1452399,2017-11-13,AMD,177405
1452438,2017-11-13,American Electric Power,39090
1452459,2017-11-13,NetEase,37987
1452490,2017-11-13,Amgen,300932
1452502,2017-11-13,Cognizant,1198050
1452616,2017-11-13,Intel Corporation,948657
1452643,2017-11-13,Cisco,1555230
1452674,2017-11-13,PepsiCo,1615958
1452704,2017-11-13,Charter Communications,59006
1452719,2017-11-13,Fiserv,152173
1452812,2017-11-13,Sirius XM Radio Inc.,31369
1452835,2017-11-13,T-Mobile,236487
1452840,2017-11-13,KLA-Tencor,69999
1452892,2017-11-13,Align Technology,26746
1452904,2017-11-13,eBay,292302
1452915,2017-11-13,Amazon,2872297
1452916,2017-11-13,Lam Research,48007
1452945,2017-11-13,Microsoft,4263689
1452958,2017-11-13,Adobe,770602
1452978,2017-11-13,NXP Semiconductors,125532
1452985,2017-11-13,ASML,88121
1453075,2017-11-13,Apple,3812089
1453078,2017-11-13,PayPal,267662
1453092,2017-11-13,Marriott International,609304
1453097,2017-11-13,Splunk,91415
1453099,2017-11-13,JD.COM,40289
1453235,2017-11-13,Verisk Analytics,33456
1453276,2017-11-13,Google,5488815
1453337,2017-11-13,PACCAR,37155
1453369,2017-11-13,Atlassian,94855
1453470,2017-11-13,Exelon,67196
1453559,2017-11-13,TripAdvisor,166694
1453577,2017-11-13,Workday,164994
1453619,2017-11-13,IDEXX,44203
1453626,2017-11-13,Synopsys Inc,116128
1453629,2017-11-13,CSX,58417
1453653,2017-11-13,Electronic Arts (EA),308967
1453847,2017-11-13,Micron Technology,90806
1453866,2017-11-13,Dollar Tree Stores,33636
1453878,2017-11-13,Gilead Sciences,165010
1453917,2017-11-13,Dexcom,17754
1453941,2017-11-13,Analog Devices,68359
1453945,2017-11-13,Broadcom Limited,143557
1453973,2017-11-13,Marvell Semiconductor,93327
1454025,2017-11-13,Netflix,509176
1454033,2017-11-13,Monster Energy,44130
1454035,2017-11-13,Mondelēz International,684563
1454052,2017-11-13,Costco Wholesale,182860
1454084,2017-11-13,DocuSign,41365
1454139,2017-11-13,Tesla,1190895
1454160,2017-11-13,Biogen,138949
1454179,2017-11-13,Vertex Pharmaceuticals,67240
1454212,2017-11-13,Applied Materials,118808
1454275,2017-11-13,Cadence Design Systems,70562
1454282,2017-11-13,Incyte,12255
1454324,2017-11-13,Comcast,216952
1454349,2017-11-13,Xilinx,80538
1454383,2017-11-13,lululemon,173487
1454493,2017-11-13,Texas Instruments,251645
1454520,2017-11-13,Microchip Technology Inc.,57697
1454523,2017-11-13,Mercadolibre.com,56777
1454581,2017-11-13,O'Reilly Auto Parts,27823
1454587,2017-11-13,VERISIGN,25021
1454623,2017-11-13,CDW,71029
1454638,2017-11-13,21st Century Fox,9844
1454645,2017-11-13,Qualcomm,307893
1454735,2017-11-13,Match.com,9959
1454769,2017-11-13,Activision,102501
1454834,2017-11-13,Paychex,54057
1455011,2017-11-13,The Kraft Heinz Company,381983
1455094,2017-11-13,Cerner Corporation,124754
1455129,2017-11-13,ADP,435983
1455138,2017-11-13,Walgreens,225936
1455154,2017-11-13,Intuitive Surgical,52960
1455474,2017-11-13,Xcel Energy,43589
1455480,2017-11-13,Illumina,103026
1455596,2017-11-13,Maxim Integrated,47798
1455626,2017-11-13,NVIDIA,234821
1455678,2017-11-13,Intuit,147747
1455687,2017-11-13,Copart,21711
1455720,2017-11-13,Facebook,1862752
1455807,2017-11-14,Cintas,75938
1455971,2017-11-14,Microchip Technology Inc.,57788
1456015,2017-11-14,AMD,177520
1456021,2017-11-14,Starbucks,850506
1456041,2017-11-14,American Electric Power,39100
1456067,2017-11-14,NetEase,38051
1456117,2017-11-14,Cognizant,1199149
1456124,2017-11-14,Comcast,217099
1456204,2017-11-14,Amgen,301247
1456228,2017-11-14,Intel Corporation,949217
1456257,2017-11-14,Cisco,1556734
1456331,2017-11-14,Fiserv,152244
1456345,2017-11-14,Charter Communications,59040
